complaint_text,topic,is_new_topic
"Hi, I'm writing to complain that the app asks for my password then immediately freezes. I have to force close it and start over. I'm considering switching banks over this.",mobile_app_login,False
My QR payment was reversed without explanation and my balance wasn't returned immediately.,qr_payment_failure,True
"Hi, I'm writing to complain that i was charged for an ATM withdrawal that never happened. The machine malfunctioned. Please resolve this immediately.",debit_card_atm,False
QR payment limit is too low — I can't use it for larger purchases even with sufficient balance. I'm very disappointed.,qr_payment_failure,True
I cancelled a BNPL purchase but I'm still being charged monthly installments.,bnpl_payment_dispute,True
I've been a loyal customer for years and now i cannot log in to your mobile banking app. It keeps saying 'invalid credentials' even though my password is correct. I'm considering switching banks over this.,mobile_app_login,False
My BNPL plan was supposed to be 12 months but it's charging me as if it's 6 months.,bnpl_payment_dispute,True
The online banking portal redirects me to an error page every time I try to log in. Please resolve this immediately.,online_banking_access,False
I'm experiencing an issue where my BNPL payment was rejected even though I have sufficient balance in my account. This is urgently needed.,bnpl_payment_dispute,True
I want to report a problem: my QR payment was reversed without explanation and my balance wasn't returned immediately.,qr_payment_failure,True
I am extremely frustrated because the transfer confirmation page in the app keeps refreshing without completing the transaction. I will escalate to the regulator if this is not resolved.,mobile_app_transfer,False
"Hi, I'm writing to complain that mobile banking app is extremely slow. It takes over 2 minutes to load my account balance.",mobile_app_crash,False
I'm experiencing an issue where my Bitcoin purchase through the bank app was deducted from my account but no crypto was received. Please look into this immediately.,crypto_wallet_error,True
QR payment at Shell failed halfway through. Money was deducted but I have no transaction record.,qr_payment_failure,True
"Hi, I'm writing to complain that my credit card interest rate was changed without prior notification. My bill is much higher than expected.",credit_card_billing,False
"Dear support team, eTC card works at some toll booths but not others. Inconsistent behavior is causing issues. I'm considering switching banks over this.",etc_card_toll,False
"This is unacceptable. credit card declined for an online purchase of RM 1,812.84. My card is active and not expired.",credit_card_declined,False
Banking app keeps crashing after I tap on 'View Statement'. Other features work fine.,mobile_app_crash,False
Urgent complaint: my virtual debit card number has changed without my approval and now my subscriptions are failing. Please look into this immediately.,virtual_card_issue,True
This is unacceptable. online banking login page is down. I've tried multiple browsers and devices. I expect a response within 24 hours.,online_banking_access,False
This is unacceptable. i'm unable to reset my online banking password. The 'Forgot Password' link doesn't work. This is affecting my daily life.,online_banking_access,False
I'm experiencing an issue where virtual card CVV changes every hour but the new CVV is not being shown in the app. I'm very disappointed.,virtual_card_issue,True
I set a crypto limit order but it was never executed even though the price target was reached.,crypto_wallet_error,True
I need help because i cannot delete an old virtual card in the app. The delete button is not working. I'm very disappointed.,virtual_card_issue,True
I want to report a problem: my virtual credit card limit doesn't match what I set when I created it. I'm very disappointed.,virtual_card_issue,True
I can't find my virtual card details in the banking app. The option seems to have disappeared. This is urgently needed.,virtual_card_issue,True
I am extremely frustrated because i attempted an urgent bank transfer but the app gave an error and I cannot see if it went through. This is affecting my daily life.,mobile_app_transfer,False
"Your mobile app login page just spins and never loads. I've been unable to access my account since January 16, 2026.",mobile_app_login,False
I need help because i enrolled my fingerprint for mobile banking but the system says it's not recognized. Please look into this immediately.,biometric_auth_failure,True
I need help because i'm being charged excessive fees for crypto transactions that weren't disclosed upfront. I'm very disappointed.,crypto_wallet_error,True
This is unacceptable. aTM withdrew money from my account but dispensed the wrong amount.,debit_card_atm,False
My face recognition login stopped working after the latest bank app update. It keeps saying 'Face not recognized'. Please look into this immediately.,biometric_auth_failure,True
I need help because i received a late payment fee for my BNPL even though I set up auto-debit.,bnpl_payment_dispute,True
My Bitcoin purchase through the bank app was deducted from my account but no crypto was received.,crypto_wallet_error,True
"Dear support team, my account balance shows negative even though I have funds deposited. This looks like a system error. I will escalate to the regulator if this is not resolved.",account_balance,False
I need urgent help — fund transfer on the mobile banking app shows 'Pending' for over 24 hours. The amount has been deducted. This is affecting my daily life.,mobile_app_transfer,False
Urgent complaint: i set a crypto limit order but it was never executed even though the price target was reached.,crypto_wallet_error,True
I'm experiencing an issue where i generated a virtual card for online shopping but it was declined immediately.,virtual_card_issue,True
"Dear support team, my fixed deposit maturity amount was not credited to my account on the due date.",account_balance,False
QR payment via your banking app keeps saying 'Invalid QR code' even for merchants I've paid before. This is urgently needed.,qr_payment_failure,True
Biometric authentication stopped working on my phone after I changed my screen protector. I'm very disappointed.,biometric_auth_failure,True
I've been a loyal customer for years and now the interbank transfer feature in your app has been broken for 3 days. I urgently need to move funds.,mobile_app_transfer,False
I'm experiencing an issue where your app's face recognition feature is not working in low light. I have to type my password every time. I'm very disappointed.,biometric_auth_failure,True
My credit card statement shows a late fee even though I paid the minimum amount on time.,credit_card_billing,False
My bank's crypto wallet balance is showing incorrect amounts after a recent transfer. I'm very disappointed.,crypto_wallet_error,True
I need help because my Bitcoin purchase through the bank app was deducted from my account but no crypto was received.,crypto_wallet_error,True
I need help because my BNPL payment was rejected even though I have sufficient balance in my account. This is urgently needed.,bnpl_payment_dispute,True
I want to report a problem: i tried to buy Ethereum through your app and got 'Transaction rejected' with no reason given. This is urgently needed.,crypto_wallet_error,True
I'm experiencing an issue where qR payment via your banking app keeps saying 'Invalid QR code' even for merchants I've paid before.,qr_payment_failure,True
I enrolled my fingerprint for mobile banking but the system says it's not recognized. This is urgently needed.,biometric_auth_failure,True
Urgent complaint: i cannot convert my crypto to cash through your bank platform. The option is grayed out. This is urgently needed.,crypto_wallet_error,True
I made a BNPL purchase but it doesn't appear in my loan or installment section. Please look into this immediately.,bnpl_payment_dispute,True
I need help because i set a crypto limit order but it was never executed even though the price target was reached.,crypto_wallet_error,True
Virtual card CVV changes every hour but the new CVV is not being shown in the app.,virtual_card_issue,True
I want to report a problem: i tried to transfer crypto from my bank's digital wallet but the transaction failed. Please look into this immediately.,crypto_wallet_error,True
I'm experiencing an issue where qR payment limit is too low — I can't use it for larger purchases even with sufficient balance.,qr_payment_failure,True
QR payment via your banking app keeps saying 'Invalid QR code' even for merchants I've paid before. Please look into this immediately.,qr_payment_failure,True
Urgent complaint: my QR payment was successful but I received no receipt and merchant got no notification. This is urgently needed.,qr_payment_failure,True
QR payment limit is too low — I can't use it for larger purchases even with sufficient balance. Please look into this immediately.,qr_payment_failure,True
I'm contacting you because i traveled abroad and my debit card was blocked without warning. I have no access to cash.,debit_card_blocked,False
I'm experiencing an issue where the bank's crypto exchange rate is way off market rate — I'm losing money on every conversion. This is urgently needed.,crypto_wallet_error,True
This is my third complaint about this issue. the 2FA code sent by your bank is always invalid even though I enter it right away.,mobile_app_otp,False
I'm experiencing an issue where i enrolled my fingerprint for mobile banking but the system says it's not recognized.,biometric_auth_failure,True
"Dear support team, oTP verification keeps failing. The code you send doesn't match what the app expects.",mobile_app_otp,False
I'm experiencing an issue where biometric authentication stopped working on my phone after I changed my screen protector. This is urgently needed.,biometric_auth_failure,True
"My BNPL credit limit was reduced without any notification, causing my recent purchase to fail.",bnpl_payment_dispute,True
This is unacceptable. i successfully log into online banking but all menu options are greyed out and unclickable. This is affecting my daily life.,online_banking_access,False
My crypto wallet in the bank app disappeared after the latest update. I'm very disappointed.,crypto_wallet_error,True
I'm being charged interest on my BNPL plan even though it was advertised as interest-free.,bnpl_payment_dispute,True
I'm unable to make overseas transfers via the app. It keeps timing out at the final step. Please resolve this immediately.,mobile_app_transfer,False
I want to report a problem: i set a crypto limit order but it was never executed even though the price target was reached.,crypto_wallet_error,True
Urgent complaint: my virtual credit card limit doesn't match what I set when I created it.,virtual_card_issue,True
I am extremely frustrated because your app has been crashing non-stop since the latest iOS update. Please release a patch. Please resolve this immediately.,mobile_app_crash,False
I'm experiencing an issue where i paid off my BNPL balance early but the account still shows outstanding amount.,bnpl_payment_dispute,True
Credit card reward points were deducted from my account without my knowledge.,credit_card_billing,False
ETC card top-up via ATM was successful but the balance on the card wasn't updated.,etc_card_topup,False
Urgent complaint: my bank's crypto wallet balance is showing incorrect amounts after a recent transfer. This is urgently needed.,crypto_wallet_error,True
I want to report a problem: virtual card generated through your app is not working on international shopping sites. I'm very disappointed.,virtual_card_issue,True
I'm getting charged for virtual card transactions I never made. This is urgently needed.,virtual_card_issue,True
Top-up transaction for my ETC card is showing 'processing' for 48 hours with no update.,etc_card_topup,False
I've been a loyal customer for years and now i keep requesting OTP but it never arrives. I've checked my signal and SMS inbox. Please resolve this immediately.,mobile_app_otp,False
I need urgent help — i've requested OTP 10 times in the last hour and haven't received a single one. I'm considering switching banks over this.,mobile_app_otp,False
"Hi, I'm writing to complain that the banking app on my OnePlus 12 won't let me sign in. I've tried resetting my password three times but the login still fails. I'm considering switching banks over this.",mobile_app_login,False
I need help because i can't use fingerprint authentication to approve payments anymore. The sensor keeps timing out. I'm very disappointed.,biometric_auth_failure,True
This is unacceptable. i was charged for an ATM withdrawal that never happened. The machine malfunctioned.,debit_card_atm,False
Virtual card details are not loading in the app. The section just shows a blank screen.,virtual_card_issue,True
"My BNPL credit limit was reduced without any notification, causing my recent purchase to fail. This is urgently needed.",bnpl_payment_dispute,True
"My BNPL credit limit was reduced without any notification, causing my recent purchase to fail.",bnpl_payment_dispute,True
I need urgent help — i returned a product but the refund hasn't appeared on my credit card statement after 3 weeks. Please resolve this immediately.,credit_card_billing,False
I need help because i can't find my virtual card details in the banking app. The option seems to have disappeared. This is urgently needed.,virtual_card_issue,True
Urgent complaint: i'm being charged interest on my BNPL plan even though it was advertised as interest-free. I'm very disappointed.,bnpl_payment_dispute,True
I enabled facial recognition for my banking app but it keeps reverting to password login.,biometric_auth_failure,True
Fingerprint banking login worked yesterday but is completely broken today without explanation. This is urgently needed.,biometric_auth_failure,True
This is my third complaint about this issue. the ATM near Subang is broken and captured my debit card. Please retrieve it urgently. I will escalate to the regulator if this is not resolved.,debit_card_atm,False
I want to report a problem: qR payment at Shopee failed halfway through. Money was deducted but I have no transaction record. Please look into this immediately.,qr_payment_failure,True
The toll plaza scanner rejected my ETC card three times. I had to pay cash as a result.,etc_card_toll,False
I'm contacting you because the one-time password your app sends has already expired by the time I receive it on my phone. I will escalate to the regulator if this is not resolved.,mobile_app_otp,False
I received a late payment fee for my BNPL even though I set up auto-debit.,bnpl_payment_dispute,True
I sold my crypto holdings but the proceeds haven't been credited to my bank account after 5 days. I'm very disappointed.,crypto_wallet_error,True
"Dear support team, i tried to top up my ETC card via the mobile app but the top-up failed and money was deducted. I expect a response within 24 hours.",etc_card_topup,False
The fingerprint scanner in the banking app doesn't respond when I place my finger on it. I'm very disappointed.,biometric_auth_failure,True
I sold my crypto holdings but the proceeds haven't been credited to my bank account after 5 days. I'm very disappointed.,crypto_wallet_error,True
I am extremely frustrated because my credit card statement shows a late fee even though I paid the minimum amount on time.,credit_card_billing,False
I need urgent help — online banking session times out in 30 seconds even when I'm actively using it. Please resolve this immediately.,online_banking_access,False
"I'm getting 'Transaction declined' when trying to transfer funds, but my balance is sufficient.",mobile_app_transfer,False
I need help because my crypto portfolio value is not updating in real time. Prices are hours behind. I'm very disappointed.,crypto_wallet_error,True
My face recognition login stopped working after the latest bank app update. It keeps saying 'Face not recognized'. This is urgently needed.,biometric_auth_failure,True
Urgent complaint: fingerprint banking login worked yesterday but is completely broken today without explanation. Please look into this immediately.,biometric_auth_failure,True
I'm experiencing an issue where i cannot delete an old virtual card in the app. The delete button is not working. Please look into this immediately.,virtual_card_issue,True
I want to cancel my BNPL plan but there's no cancellation option in the app. This is urgently needed.,bnpl_payment_dispute,True
Your internet banking website is extremely slow and times out before I can complete any transaction.,online_banking_access,False
"Dear support team, debit card suddenly stopped working. I called customer service but they couldn't explain why. This is affecting my daily life.",debit_card_blocked,False
I want to report a problem: my bank's crypto wallet balance is showing incorrect amounts after a recent transfer. This is urgently needed.,crypto_wallet_error,True
I want to report a problem: my bank's buy-now-pay-later shows a due amount that doesn't match my purchase total.,bnpl_payment_dispute,True
I want to report a problem: i was not informed about the processing fee when I signed up for BNPL. I'm very disappointed.,bnpl_payment_dispute,True
I want to report a problem: i enrolled my fingerprint for mobile banking but the system says it's not recognized. Please look into this immediately.,biometric_auth_failure,True
"Dear support team, i successfully log into online banking but all menu options are greyed out and unclickable. I'm considering switching banks over this.",online_banking_access,False
This is unacceptable. my credit card keeps getting declined even though I paid off the full balance last week. I expect a response within 24 hours.,credit_card_declined,False
Credit card reward points were deducted from my account without my knowledge.,credit_card_billing,False
I need help because i generated a virtual card for online shopping but it was declined immediately. Please look into this immediately.,virtual_card_issue,True
Fingerprint banking login worked yesterday but is completely broken today without explanation. This is urgently needed.,biometric_auth_failure,True
I need urgent help — aTM dispensed short of the requested amount but debited my account for the full amount. I'm considering switching banks over this.,debit_card_atm,False
I've been a loyal customer for years and now i tried to top up my ETC card via the mobile app but the top-up failed and money was deducted.,etc_card_topup,False
I want to report a problem: i set spending limits on my virtual card but the limit is being ignored. Please look into this immediately.,virtual_card_issue,True
Virtual card CVV changes every hour but the new CVV is not being shown in the app.,virtual_card_issue,True
QR payment limit is too low — I can't use it for larger purchases even with sufficient balance.,qr_payment_failure,True
Biometric login on your app is completely broken on my OnePlus 12. Face ID was working perfectly before. I'm very disappointed.,biometric_auth_failure,True
I tried to transfer crypto from my bank's digital wallet but the transaction failed.,crypto_wallet_error,True
"This is my third complaint about this issue. eTC card auto reload failed multiple times this month, leaving me unable to use the highway.",etc_card_topup,False
"Hi, I'm writing to complain that aTM swallowed my debit card and didn't dispense the RM 4,239.23 I requested.",debit_card_atm,False
"QR payments work inconsistently — sometimes succeed, sometimes fail for no apparent reason.",qr_payment_failure,True
"Dear support team, i keep getting 'Card declined' error when using my credit card for contactless payments. This is affecting my daily life.",credit_card_declined,False
Urgent complaint: fingerprint banking login worked yesterday but is completely broken today without explanation.,biometric_auth_failure,True
Biometric authentication stopped working on my phone after I changed my screen protector.,biometric_auth_failure,True
My virtual credit card limit doesn't match what I set when I created it.,virtual_card_issue,True
Virtual card transactions are not showing up in my transaction history. I'm very disappointed.,virtual_card_issue,True
I want to report a problem: my virtual card was blocked after one declined transaction online.,virtual_card_issue,True
I signed up for buy-now-pay-later through your bank but my installment amount is incorrect. This is urgently needed.,bnpl_payment_dispute,True
Online banking shows my old address and I cannot update my profile. The save button is broken. I will escalate to the regulator if this is not resolved.,online_banking_access,False
I need help because qR payment limit is too low — I can't use it for larger purchases even with sufficient balance.,qr_payment_failure,True
I need urgent help — there is an unknown charge from a merchant I've never heard of on my credit card bill. I will escalate to the regulator if this is not resolved.,credit_card_billing,False
QR payment limit is too low — I can't use it for larger purchases even with sufficient balance. I'm very disappointed.,qr_payment_failure,True
My bank's crypto wallet balance is showing incorrect amounts after a recent transfer.,crypto_wallet_error,True
I want to report a problem: your app's face recognition feature is not working in low light. I have to type my password every time. Please look into this immediately.,biometric_auth_failure,True
This is my third complaint about this issue. i'm not getting 2FA codes via your banking app. My phone number is correct in your system. Please resolve this immediately.,mobile_app_otp,False
I am extremely frustrated because cannot sign into mobile banking — it keeps asking me to re-register my device even though I've done it multiple times. I'm considering switching banks over this.,mobile_app_login,False
QR payment limit is too low — I can't use it for larger purchases even with sufficient balance.,qr_payment_failure,True
QR payment transactions are not appearing in my statement even after 24 hours. This is urgently needed.,qr_payment_failure,True
Urgent complaint: i cancelled a BNPL purchase but I'm still being charged monthly installments.,bnpl_payment_dispute,True
QR payment limit is too low — I can't use it for larger purchases even with sufficient balance.,qr_payment_failure,True
The banking app on my Huawei P60 won't let me sign in. I've tried resetting my password three times but the login still fails. This is affecting my daily life.,mobile_app_login,False
Your app's face recognition feature is not working in low light. I have to type my password every time.,biometric_auth_failure,True
My ETC card registration shows active but the toll system keeps rejecting it.,etc_card_toll,False
"I topped up my ETC card RM 3,415.70 but the toll system still shows zero balance. I expect a response within 24 hours.",etc_card_topup,False
Urgent complaint: the QR code shown in your app is blurry and merchants cannot scan it. This is urgently needed.,qr_payment_failure,True
Cannot create a new virtual card — the app says I've reached the limit but I only have one. Please look into this immediately.,virtual_card_issue,True
This is my third complaint about this issue. my debit card was suddenly blocked. I cannot use it for any transactions. I expect a response within 24 hours.,debit_card_blocked,False
I'm experiencing an issue where the QR scanner in your app doesn't open. I tap the icon and nothing happens. This is urgently needed.,qr_payment_failure,True
Fingerprint banking login worked yesterday but is completely broken today without explanation. This is urgently needed.,biometric_auth_failure,True
I want to report a problem: i set a crypto limit order but it was never executed even though the price target was reached.,crypto_wallet_error,True
I need help because qR payment at Shell failed halfway through. Money was deducted but I have no transaction record. This is urgently needed.,qr_payment_failure,True
"Hi, I'm writing to complain that the toll system said my ETC card was invalid even though it's registered and topped up. I'm considering switching banks over this.",etc_card_toll,False
I'm experiencing an issue where i set a crypto limit order but it was never executed even though the price target was reached. Please look into this immediately.,crypto_wallet_error,True
I registered my fingerprint for banking authentication but it no longer works. The app rejects my fingerprint every time. Please look into this immediately.,biometric_auth_failure,True
I want to report a problem: i generated a virtual card for online shopping but it was declined immediately.,virtual_card_issue,True
This is my third complaint about this issue. debit card suddenly stopped working. I called customer service but they couldn't explain why. This is affecting my daily life.,debit_card_blocked,False
Online banking dashboard shows all zeros — my accounts and transactions are not displaying.,online_banking_access,False
I deposited a cheque 5 days ago but it hasn't appeared in my account balance. I will escalate to the regulator if this is not resolved.,account_balance,False
My debit card was suddenly blocked. I cannot use it for any transactions. I will escalate to the regulator if this is not resolved.,debit_card_blocked,False
I'm contacting you because your mobile banking app crashes every time I try to open it on my Samsung Galaxy S24. Please resolve this immediately.,mobile_app_crash,False
I'm experiencing an issue where my bank's crypto wallet balance is showing incorrect amounts after a recent transfer. This is urgently needed.,crypto_wallet_error,True
I'm experiencing an issue where i tried to send crypto to an external wallet but the transfer has been stuck 'pending' for 3 days. This is urgently needed.,crypto_wallet_error,True
I'm contacting you because i was charged for an ATM withdrawal that never happened. The machine malfunctioned.,debit_card_atm,False
"Dear support team, the banking app goes completely black and then crashes when I try to access my loan details.",mobile_app_crash,False
I registered my fingerprint for banking authentication but it no longer works. The app rejects my fingerprint every time. I'm very disappointed.,biometric_auth_failure,True
I transferred money in but my account balance hasn't updated. The funds seem to have disappeared. Please resolve this immediately.,account_balance,False
I'm contacting you because i'm not receiving the OTP SMS needed to complete my transaction. I've been waiting 30 minutes. Please resolve this immediately.,mobile_app_otp,False
I've been a loyal customer for years and now your internet banking website is extremely slow and times out before I can complete any transaction. I will escalate to the regulator if this is not resolved.,online_banking_access,False
"Hi, I'm writing to complain that the app freezes for 5 minutes every time I try to view my credit card bill.",mobile_app_crash,False
I cannot withdraw crypto to my hardware wallet. The destination address field rejects valid addresses.,crypto_wallet_error,True
QR code payment is extremely slow — takes over 2 minutes to process at the checkout.,qr_payment_failure,True
I need help because qR payment transactions are not appearing in my statement even after 24 hours.,qr_payment_failure,True
Urgent complaint: i tried to send crypto to an external wallet but the transfer has been stuck 'pending' for 3 days. This is urgently needed.,crypto_wallet_error,True
"Hi, I'm writing to complain that your mobile app login page just spins and never loads. I've been unable to access my account since February 04, 2026. This is affecting my daily life.",mobile_app_login,False
This is my third complaint about this issue. i tried to top up my ETC card via the mobile app but the top-up failed and money was deducted. I'm considering switching banks over this.,etc_card_topup,False
I'm experiencing an issue where i generated a virtual card for online shopping but it was declined immediately. I'm very disappointed.,virtual_card_issue,True
"Dear support team, my debit card works at ATMs but is declined at POS terminals in shops. Please resolve this immediately.",debit_card_blocked,False
I'm experiencing an issue where my virtual debit card number has changed without my approval and now my subscriptions are failing. Please look into this immediately.,virtual_card_issue,True
I'm unable to add my virtual card to Google Pay. The verification keeps failing. This is urgently needed.,virtual_card_issue,True
Banking app biometric verification fails every single attempt. Forces me to use password. This is urgently needed.,biometric_auth_failure,True
This is unacceptable. i'm experiencing constant app crashes on my Samsung Galaxy S24. The app is unusable right now.,mobile_app_crash,False
My credit card keeps getting declined even though I paid off the full balance last week. I expect a response within 24 hours.,credit_card_declined,False
I tried to buy Ethereum through your app and got 'Transaction rejected' with no reason given.,crypto_wallet_error,True
I need help because i tried to transfer crypto from my bank's digital wallet but the transaction failed.,crypto_wallet_error,True
I'm being charged excessive fees for crypto transactions that weren't disclosed upfront. This is urgently needed.,crypto_wallet_error,True
Urgent complaint: i cannot withdraw crypto to my hardware wallet. The destination address field rejects valid addresses. I'm very disappointed.,crypto_wallet_error,True
I'm experiencing an issue where i generated a virtual card for online shopping but it was declined immediately. Please look into this immediately.,virtual_card_issue,True
I'm contacting you because i returned a product but the refund hasn't appeared on my credit card statement after 3 weeks.,credit_card_billing,False
I need help because my bank's digital asset account was locked without any explanation or notice.,crypto_wallet_error,True
I'm not getting 2FA codes via your banking app. My phone number is correct in your system. This is affecting my daily life.,mobile_app_otp,False
I want to cancel my BNPL plan but there's no cancellation option in the app. This is urgently needed.,bnpl_payment_dispute,True
"Hi, I'm writing to complain that the ATM shows my transaction was successful but didn't give me the cash. I will escalate to the regulator if this is not resolved.",debit_card_atm,False
My BNPL plan was supposed to be 12 months but it's charging me as if it's 6 months. I'm very disappointed.,bnpl_payment_dispute,True
"Hi, I'm writing to complain that i can see my pending transactions but they never cleared, and my available balance is wrong. I expect a response within 24 hours.",account_balance,False
"Dear support team, i'm being charged an annual fee I never agreed to on my credit card account.",credit_card_billing,False
I need urgent help — i keep getting 'Card declined' error when using my credit card for contactless payments. I expect a response within 24 hours.,credit_card_declined,False
"Dear support team, my credit card bill shows a foreign transaction fee for a purchase I made domestically.",credit_card_billing,False
This is unacceptable. banking app keeps crashing after I tap on 'View Statement'. Other features work fine. I expect a response within 24 hours.,mobile_app_crash,False
I need urgent help — oTP verification keeps failing. The code you send doesn't match what the app expects. I'm considering switching banks over this.,mobile_app_otp,False
I paid via QR code but the merchant's system shows payment not received while my account was debited. I'm very disappointed.,qr_payment_failure,True
I need help because the virtual card I created expired before I could use it. No warning was given. Please look into this immediately.,virtual_card_issue,True
I need help because i can't find my virtual card details in the banking app. The option seems to have disappeared.,virtual_card_issue,True
The banking app on my Samsung Galaxy S24 won't let me sign in. I've tried resetting my password three times but the login still fails. I will escalate to the regulator if this is not resolved.,mobile_app_login,False
Online banking shows my old address and I cannot update my profile. The save button is broken.,online_banking_access,False
I am extremely frustrated because i traveled abroad and my debit card was blocked without warning. I have no access to cash.,debit_card_blocked,False
Virtual card generated through your app is not working on international shopping sites.,virtual_card_issue,True
"Hi, I'm writing to complain that the top-up limit for my ETC card was reduced without notice. I cannot add the amount I need. I'm considering switching banks over this.",etc_card_topup,False
I need help because the fingerprint scanner in the banking app doesn't respond when I place my finger on it.,biometric_auth_failure,True
My virtual credit card limit doesn't match what I set when I created it. I'm very disappointed.,virtual_card_issue,True
The virtual card I created expired before I could use it. No warning was given. This is urgently needed.,virtual_card_issue,True
I want to report a problem: virtual card CVV changes every hour but the new CVV is not being shown in the app. This is urgently needed.,virtual_card_issue,True
I need help because fingerprint banking login worked yesterday but is completely broken today without explanation.,biometric_auth_failure,True
"I want to report a problem: my BNPL credit limit was reduced without any notification, causing my recent purchase to fail. I'm very disappointed.",bnpl_payment_dispute,True
I need help because the virtual card I created expired before I could use it. No warning was given.,virtual_card_issue,True
I need help because my BNPL plan was supposed to be 12 months but it's charging me as if it's 6 months. Please look into this immediately.,bnpl_payment_dispute,True
QR payment at Lazada failed halfway through. Money was deducted but I have no transaction record.,qr_payment_failure,True
I need help because i tried to enroll a purchase in BNPL but the option was greyed out in the app.,bnpl_payment_dispute,True
I'm experiencing an issue where the banking app keeps prompting me to register biometrics even though I already did it. This is urgently needed.,biometric_auth_failure,True
I need help because my bank's digital asset account was locked without any explanation or notice.,crypto_wallet_error,True
My bank's digital asset account was locked without any explanation or notice.,crypto_wallet_error,True
I tried to send crypto to an external wallet but the transfer has been stuck 'pending' for 3 days. This is urgently needed.,crypto_wallet_error,True
I set spending limits on my virtual card but the limit is being ignored.,virtual_card_issue,True
"After re-registering my face 5 times, the biometric login still fails consistently.",biometric_auth_failure,True
I need urgent help — mobile banking app doubled my transfer — debited my account twice for a single transaction. I'm considering switching banks over this.,mobile_app_transfer,False
I want to report a problem: my virtual card was blocked after one declined transaction online.,virtual_card_issue,True
I am extremely frustrated because my ETC card top-up hasn't been credited even after 58 hours. Transaction reference: TXN-VPOY-297194. I'm considering switching banks over this.,etc_card_topup,False
I'm unable to reset my online banking password. The 'Forgot Password' link doesn't work. I will escalate to the regulator if this is not resolved.,online_banking_access,False
The fingerprint scanner in the banking app doesn't respond when I place my finger on it. This is urgently needed.,biometric_auth_failure,True
I set spending limits on my virtual card but the limit is being ignored. Please look into this immediately.,virtual_card_issue,True
