complaint_text,topic
I've been a loyal customer for years and now i keep getting 'Card declined' error when using my credit card for contactless payments. I will escalate to the regulator if this is not resolved.,credit_card_declined
This is unacceptable. i was charged for an ATM withdrawal that never happened. The machine malfunctioned.,debit_card_atm
"Hi, I'm writing to complain that the banking app on my Samsung Galaxy S24 won't let me sign in. I've tried resetting my password three times but the login still fails.",mobile_app_login
I need urgent help — i transferred money in but my account balance hasn't updated. The funds seem to have disappeared.,account_balance
I am extremely frustrated because eTC card works at some toll booths but not others. Inconsistent behavior is causing issues. This is affecting my daily life.,etc_card_toll
This is my third complaint about this issue. oTP is not being sent to my registered mobile number 423-660-6468x4396. I cannot complete my login. I expect a response within 24 hours.,mobile_app_otp
This is my third complaint about this issue. my debit card was suddenly blocked. I cannot use it for any transactions. I expect a response within 24 hours.,debit_card_blocked
I am extremely frustrated because app crashes when I try to upload a photo of my check for mobile deposit.,mobile_app_crash
"Dear support team, mobile app transfer failed midway. The money left my account but the recipient didn't receive it. I expect a response within 24 hours.",mobile_app_transfer
I'm contacting you because my ETC card was not recognized at the toll booth on the highway today. I expect a response within 24 hours.,etc_card_toll
This is unacceptable. mobile app is unresponsive after I switch between accounts. I have to reinstall it every time. I will escalate to the regulator if this is not resolved.,mobile_app_crash
This is unacceptable. my account shows a credit reversal that I never initiated. Balance is now lower than expected.,account_balance
"I see a charge of RM 4,063.86 on my credit card statement that I did not authorize.",credit_card_billing
I've been a loyal customer for years and now the ATM shows my transaction was successful but didn't give me the cash.,debit_card_atm
"Dear support team, mobile app transfer failed midway. The money left my account but the recipient didn't receive it.",mobile_app_transfer
The banking app on my Pixel 8 won't let me sign in. I've tried resetting my password three times but the login still fails.,mobile_app_login
Credit card declined for an online purchase of RM 222.48. My card is active and not expired. I will escalate to the regulator if this is not resolved.,credit_card_declined
I need urgent help — my salary was credited but an unauthorized debit brought my balance to nearly zero.,account_balance
This is unacceptable. my credit card interest rate was changed without prior notification. My bill is much higher than expected. I expect a response within 24 hours.,credit_card_billing
I am extremely frustrated because i was fined for not paying toll because my ETC card wasn't recognized. Please help.,etc_card_toll
I need urgent help — i was fined for not paying toll because my ETC card wasn't recognized. Please help.,etc_card_toll
"Dear support team, eTC card auto top-up feature stopped working. My card balance is zero and I can't pay tolls. This is affecting my daily life.",etc_card_topup
I've noticed regular small debits from my account that I don't recognize. Possible fraud. I expect a response within 24 hours.,account_balance
I'm contacting you because transfer limit in the mobile app was changed without my consent. Now I cannot send large amounts. This is affecting my daily life.,mobile_app_transfer
"Hi, I'm writing to complain that mobile app transfer failed midway. The money left my account but the recipient didn't receive it.",mobile_app_transfer
I've been a loyal customer for years and now my credit card bill shows a foreign transaction fee for a purchase I made domestically. I will escalate to the regulator if this is not resolved.,credit_card_billing
I need urgent help — sMS OTP is going to my old phone number even after I updated it in the app.,mobile_app_otp
This is my third complaint about this issue. my ETC card registration shows active but the toll system keeps rejecting it.,etc_card_toll
I need urgent help — my salary was credited but an unauthorized debit brought my balance to nearly zero. Please resolve this immediately.,account_balance
I've been a loyal customer for years and now the fingerprint login on my banking app suddenly stopped working. I cannot get into my account at all. I'm considering switching banks over this.,mobile_app_login
This is my third complaint about this issue. cannot sign into mobile banking — it keeps asking me to re-register my device even though I've done it multiple times.,mobile_app_login
This is unacceptable. the toll system said my ETC card was invalid even though it's registered and topped up. This is affecting my daily life.,etc_card_toll
"This is unacceptable. your mobile app login page just spins and never loads. I've been unable to access my account since April 03, 2026.",mobile_app_login
I deposited a cheque 5 days ago but it hasn't appeared in my account balance. I will escalate to the regulator if this is not resolved.,account_balance
This is unacceptable. the toll system said my ETC card was invalid even though it's registered and topped up.,etc_card_toll
"Hi, I'm writing to complain that my salary was credited but an unauthorized debit brought my balance to nearly zero. I will escalate to the regulator if this is not resolved.",account_balance
I am extremely frustrated because my ETC card was not recognized at the toll booth on the highway today.,etc_card_toll
My debit card was suddenly blocked. I cannot use it for any transactions. I expect a response within 24 hours.,debit_card_blocked
This is my third complaint about this issue. i'm not getting 2FA codes via your banking app. My phone number is correct in your system. Please resolve this immediately.,mobile_app_otp
I need urgent help — my debit card got stuck in the ATM slot. It won't come out and the screen has gone blank. Please resolve this immediately.,debit_card_atm
"Dear support team, top-up transaction for my ETC card is showing 'processing' for 48 hours with no update.",etc_card_topup
My credit card was declined when I tried to pay for my flight tickets. This is urgent.,credit_card_declined
I need urgent help — i deposited a cheque 5 days ago but it hasn't appeared in my account balance. This is affecting my daily life.,account_balance
I need urgent help — oTP verification keeps failing. The code you send doesn't match what the app expects. I'm considering switching banks over this.,mobile_app_otp
I tried to use my credit card at Lazada but it was declined without any reason. Please resolve this immediately.,credit_card_declined
Online banking shows my old address and I cannot update my profile. The save button is broken. I'm considering switching banks over this.,online_banking_access
"Dear support team, i tried to top up my ETC card via the mobile app but the top-up failed and money was deducted.",etc_card_topup
I'm contacting you because online banking session times out in 30 seconds even when I'm actively using it.,online_banking_access
Online banking shows my old address and I cannot update my profile. The save button is broken.,online_banking_access
This is my third complaint about this issue. my debit card got stuck in the ATM slot. It won't come out and the screen has gone blank.,debit_card_atm
The 2FA code sent by your bank is always invalid even though I enter it right away.,mobile_app_otp
I am extremely frustrated because my debit card was suddenly blocked. I cannot use it for any transactions. I expect a response within 24 hours.,debit_card_blocked
This is my third complaint about this issue. my salary was credited but an unauthorized debit brought my balance to nearly zero. I will escalate to the regulator if this is not resolved.,account_balance
I'm contacting you because my account shows a credit reversal that I never initiated. Balance is now lower than expected.,account_balance
"I've been a loyal customer for years and now i topped up my ETC card RM 2,525.09 but the toll system still shows zero balance.",etc_card_topup
I've been a loyal customer for years and now app crashes when I try to upload a photo of my check for mobile deposit. This is affecting my daily life.,mobile_app_crash
"ETC card auto reload failed multiple times this month, leaving me unable to use the highway. I expect a response within 24 hours.",etc_card_topup
"Dear support team, i was charged for an ATM withdrawal that never happened. The machine malfunctioned. Please resolve this immediately.",debit_card_atm
I've been a loyal customer for years and now app crashes when I try to upload a photo of my check for mobile deposit.,mobile_app_crash
I am extremely frustrated because i cannot access your internet banking portal. The website keeps showing a '503 Service Unavailable' error. Please resolve this immediately.,online_banking_access
Credit card is being declined for international online purchases. Please check if international transactions are blocked. I will escalate to the regulator if this is not resolved.,credit_card_declined
I've noticed regular small debits from my account that I don't recognize. Possible fraud.,account_balance
"I'm contacting you because eTC card auto reload failed multiple times this month, leaving me unable to use the highway. This is affecting my daily life.",etc_card_topup
"Dear support team, my savings account balance dropped by RM 4,887.03 overnight with no transaction showing on my statement. I will escalate to the regulator if this is not resolved.",account_balance
I've been waiting 3 days for an ETC top-up to reflect on my card. Customer service is not helping.,etc_card_topup
"I topped up my ETC card RM 3,415.70 but the toll system still shows zero balance. I expect a response within 24 hours.",etc_card_topup
My ETC card is not being detected at any toll booth since yesterday. Please resolve this immediately.,etc_card_toll
"Hi, I'm writing to complain that i attempted an urgent bank transfer but the app gave an error and I cannot see if it went through. I expect a response within 24 hours.",mobile_app_transfer
This is unacceptable. app crashes when I try to upload a photo of my check for mobile deposit.,mobile_app_crash
"Dear support team, i keep requesting OTP but it never arrives. I've checked my signal and SMS inbox. I expect a response within 24 hours.",mobile_app_otp
I am extremely frustrated because fund transfer on the mobile banking app shows 'Pending' for over 24 hours. The amount has been deducted. Please resolve this immediately.,mobile_app_transfer
I need urgent help — i cannot log in to your mobile banking app. It keeps saying 'invalid credentials' even though my password is correct. I'm considering switching banks over this.,mobile_app_login
This is my third complaint about this issue. the top-up limit for my ETC card was reduced without notice. I cannot add the amount I need. I expect a response within 24 hours.,etc_card_topup
I'm contacting you because the fingerprint login on my banking app suddenly stopped working. I cannot get into my account at all.,mobile_app_login
"Hi, I'm writing to complain that your mobile app login page just spins and never loads. I've been unable to access my account since February 28, 2026. Please resolve this immediately.",mobile_app_login
I am extremely frustrated because banking app keeps crashing after I tap on 'View Statement'. Other features work fine. Please resolve this immediately.,mobile_app_crash
I am extremely frustrated because aTM gave me an error message and kept my card. Transaction reference: TXN-OSLE-276513. I expect a response within 24 hours.,debit_card_atm
I'm contacting you because my debit card was blocked due to 'suspicious activity' but all transactions were made by me. This is affecting my daily life.,debit_card_blocked
"Dear support team, app shows transfer was successful but my recipient's bank says no funds received. Please resolve this immediately.",mobile_app_transfer
"Hi, I'm writing to complain that the banking app goes completely black and then crashes when I try to access my loan details.",mobile_app_crash
Banking app keeps crashing after I tap on 'View Statement'. Other features work fine. I expect a response within 24 hours.,mobile_app_crash
I'm contacting you because my credit card interest rate was changed without prior notification. My bill is much higher than expected. I expect a response within 24 hours.,credit_card_billing
This is unacceptable. i updated the app last night and now I can't log in. The screen goes blank after I enter my credentials. I will escalate to the regulator if this is not resolved.,mobile_app_login
Fund transfer on the mobile banking app shows 'Pending' for over 24 hours. The amount has been deducted. Please resolve this immediately.,mobile_app_transfer
I need urgent help — the app crashes after the latest update v7.8.8. Please fix this urgently. I'm considering switching banks over this.,mobile_app_crash
The bank blocked my debit card without sending me a notification or reason.,debit_card_blocked
"Hi, I'm writing to complain that my debit card was blocked overnight. I need it for daily expenses and this is causing hardship. I will escalate to the regulator if this is not resolved.",debit_card_blocked
I'm not getting 2FA codes via your banking app. My phone number is correct in your system.,mobile_app_otp
I'm contacting you because the 2FA code sent by your bank is always invalid even though I enter it right away. I expect a response within 24 hours.,mobile_app_otp
The bank blocked my debit card without sending me a notification or reason. This is affecting my daily life.,debit_card_blocked
"I'm contacting you because aTM swallowed my debit card and didn't dispense the RM 1,869.45 I requested. This is affecting my daily life.",debit_card_atm
This is my third complaint about this issue. i attempted an urgent bank transfer but the app gave an error and I cannot see if it went through.,mobile_app_transfer
This is my third complaint about this issue. my debit card was suddenly blocked. I cannot use it for any transactions.,debit_card_blocked
I am extremely frustrated because i attempted an urgent bank transfer but the app gave an error and I cannot see if it went through.,mobile_app_transfer
This is unacceptable. my salary was credited but an unauthorized debit brought my balance to nearly zero.,account_balance
"Hi, I'm writing to complain that the transfer confirmation page in the app keeps refreshing without completing the transaction. I'm considering switching banks over this.",mobile_app_transfer
"I've been a loyal customer for years and now every time I try to log into the NexBank app, it shows an error code 5890 and kicks me out. This is affecting my daily life.",mobile_app_login
I tried to use my credit card at Starbucks but it was declined without any reason. I expect a response within 24 hours.,credit_card_declined
"My savings account balance dropped by RM 3,809.03 overnight with no transaction showing on my statement. I expect a response within 24 hours.",account_balance
I'm contacting you because my account balance shows negative even though I have funds deposited. This looks like a system error.,account_balance
My new debit card was blocked before I even activated it. I cannot make any purchases. Please resolve this immediately.,debit_card_blocked
"Hi, I'm writing to complain that i see charges on my credit card from a date when the card was in my wallet and unused.",credit_card_billing
I transferred money in but my account balance hasn't updated. The funds seem to have disappeared.,account_balance
The transfer confirmation page in the app keeps refreshing without completing the transaction.,mobile_app_transfer
I've been a loyal customer for years and now the app freezes for 5 minutes every time I try to view my credit card bill.,mobile_app_crash
The app asks for my password then immediately freezes. I have to force close it and start over. This is affecting my daily life.,mobile_app_login
I've been waiting 3 days for an ETC top-up to reflect on my card. Customer service is not helping.,etc_card_topup
I've been a loyal customer for years and now i attempted an urgent bank transfer but the app gave an error and I cannot see if it went through. Please resolve this immediately.,mobile_app_transfer
I've been a loyal customer for years and now i've requested OTP 10 times in the last hour and haven't received a single one. This is affecting my daily life.,mobile_app_otp
Banking app keeps crashing after I tap on 'View Statement'. Other features work fine. I expect a response within 24 hours.,mobile_app_crash
I need urgent help — banking app keeps crashing after I tap on 'View Statement'. Other features work fine. I expect a response within 24 hours.,mobile_app_crash
This is unacceptable. i'm not getting 2FA codes via your banking app. My phone number is correct in your system.,mobile_app_otp
"Dear support team, i've noticed regular small debits from my account that I don't recognize. Possible fraud. I expect a response within 24 hours.",account_balance
This is my third complaint about this issue. i received a toll violation notice even though my ETC card was properly installed. Please resolve this immediately.,etc_card_toll
The toll plaza scanner rejected my ETC card three times. I had to pay cash as a result. I'm considering switching banks over this.,etc_card_toll
"Dear support team, my account shows a credit reversal that I never initiated. Balance is now lower than expected. I'm considering switching banks over this.",account_balance
My credit card bill shows a foreign transaction fee for a purchase I made domestically. I expect a response within 24 hours.,credit_card_billing
"Hi, I'm writing to complain that my account balance shows negative even though I have funds deposited. This looks like a system error. I'm considering switching banks over this.",account_balance
I've been a loyal customer for years and now the CitiCore Bank app freezes whenever I navigate to the transaction history page. I have to restart my phone. I expect a response within 24 hours.,mobile_app_crash
"Your mobile app login page just spins and never loads. I've been unable to access my account since January 30, 2026. This is affecting my daily life.",mobile_app_login
I've been a loyal customer for years and now cannot sign into mobile banking — it keeps asking me to re-register my device even though I've done it multiple times.,mobile_app_login
I am extremely frustrated because the fingerprint login on my banking app suddenly stopped working. I cannot get into my account at all. I will escalate to the regulator if this is not resolved.,mobile_app_login
"Hi, I'm writing to complain that online banking shows my old address and I cannot update my profile. The save button is broken. I expect a response within 24 hours.",online_banking_access
"Hi, I'm writing to complain that mobile app transfer failed midway. The money left my account but the recipient didn't receive it. I expect a response within 24 hours.",mobile_app_transfer
"Dear support team, debit card suddenly stopped working. I called customer service but they couldn't explain why. This is affecting my daily life.",debit_card_blocked
Your mobile banking app crashes every time I try to open it on my Samsung Galaxy S24. Please resolve this immediately.,mobile_app_crash
This is my third complaint about this issue. i've noticed regular small debits from my account that I don't recognize. Possible fraud. I will escalate to the regulator if this is not resolved.,account_balance
"I've been a loyal customer for years and now your mobile app login page just spins and never loads. I've been unable to access my account since March 15, 2026.",mobile_app_login
Credit card reward points were deducted from my account without my knowledge. I will escalate to the regulator if this is not resolved.,credit_card_billing
"I can see my pending transactions but they never cleared, and my available balance is wrong. Please resolve this immediately.",account_balance
"My OTP SMS is arriving 20 minutes late, causing the code to expire before I can use it. This is affecting my daily life.",mobile_app_otp
"I am extremely frustrated because i'm getting 'Transaction declined' when trying to transfer funds, but my balance is sufficient. This is affecting my daily life.",mobile_app_transfer
This is unacceptable. aTM withdrew money from my account but dispensed the wrong amount. This is affecting my daily life.,debit_card_atm
I've been a loyal customer for years and now debit card declined at ATM even though I entered the correct PIN and have sufficient balance.,debit_card_atm
"I'm contacting you because aTM swallowed my debit card and didn't dispense the RM 2,725.22 I requested. I expect a response within 24 hours.",debit_card_atm
I am extremely frustrated because i've noticed regular small debits from my account that I don't recognize. Possible fraud. Please resolve this immediately.,account_balance
This is my third complaint about this issue. mobile banking app doubled my transfer — debited my account twice for a single transaction. I will escalate to the regulator if this is not resolved.,mobile_app_transfer
"Dear support team, my credit card keeps getting declined even though I paid off the full balance last week.",credit_card_declined
I've been a loyal customer for years and now aTM withdrew money from my account but dispensed the wrong amount. I will escalate to the regulator if this is not resolved.,debit_card_atm
My account statement shows a different balance than what the ATM and app display.,account_balance
I need urgent help — mobile app is unresponsive after I switch between accounts. I have to reinstall it every time. This is affecting my daily life.,mobile_app_crash
This is unacceptable. login button is not responding on the mobile banking app. I've tapped it dozens of times. I'm considering switching banks over this.,mobile_app_login
This is my third complaint about this issue. i cannot access your internet banking portal. The website keeps showing a '503 Service Unavailable' error. I expect a response within 24 hours.,online_banking_access
"Dear support team, my debit card was suddenly blocked. I cannot use it for any transactions.",debit_card_blocked
I need urgent help — sMS OTP is going to my old phone number even after I updated it in the app. This is affecting my daily life.,mobile_app_otp
"Hi, I'm writing to complain that i transferred money in but my account balance hasn't updated. The funds seem to have disappeared. I'm considering switching banks over this.",account_balance
App is stuck on the loading screen after I enter my login details. This has happened for two days straight. I will escalate to the regulator if this is not resolved.,mobile_app_login
My account statement shows a different balance than what the ATM and app display.,account_balance
I am extremely frustrated because your app has been crashing non-stop since the latest iOS update. Please release a patch. Please resolve this immediately.,mobile_app_crash
Mobile app keeps logging me out immediately after I sign in. This is happening on my Huawei P60.,mobile_app_login
ATM gave me an error message and kept my card. Transaction reference: TXN-BPUM-298038. I expect a response within 24 hours.,debit_card_atm
I'm contacting you because my ETC card always worked before but suddenly stopped being recognized at toll gates.,etc_card_toll
I see a charge of RM 761.60 on my credit card statement that I did not authorize.,credit_card_billing
"Dear support team, eTC card top-up via ATM was successful but the balance on the card wasn't updated. I will escalate to the regulator if this is not resolved.",etc_card_topup
ATM gave me an error message and kept my card. Transaction reference: TXN-YHZO-444401. I will escalate to the regulator if this is not resolved.,debit_card_atm
This is unacceptable. i attempted an urgent bank transfer but the app gave an error and I cannot see if it went through. I will escalate to the regulator if this is not resolved.,mobile_app_transfer
I am extremely frustrated because the banking app on my OnePlus 12 won't let me sign in. I've tried resetting my password three times but the login still fails. Please resolve this immediately.,mobile_app_login
I'm contacting you because there is an unknown charge from a merchant I've never heard of on my credit card bill. Please resolve this immediately.,credit_card_billing
SMS OTP is going to my old phone number even after I updated it in the app.,mobile_app_otp
Mobile app transfer failed midway. The money left my account but the recipient didn't receive it.,mobile_app_transfer
"Hi, I'm writing to complain that cannot sign into mobile banking — it keeps asking me to re-register my device even though I've done it multiple times.",mobile_app_login
I need urgent help — transfer limit in the mobile app was changed without my consent. Now I cannot send large amounts. This is affecting my daily life.,mobile_app_transfer
"Hi, I'm writing to complain that my savings account balance dropped by RM 1,954.28 overnight with no transaction showing on my statement. I'm considering switching banks over this.",account_balance
Top-up transaction for my ETC card is showing 'processing' for 48 hours with no update. I will escalate to the regulator if this is not resolved.,etc_card_topup
I am extremely frustrated because i inserted my debit card in your ATM and it got stuck. The machine ate my card.,debit_card_atm
I am extremely frustrated because my new debit card was blocked before I even activated it. I cannot make any purchases.,debit_card_blocked
"Dear support team, credit card reward points were deducted from my account without my knowledge. I expect a response within 24 hours.",credit_card_billing
"I tried to withdraw RM 2,726.33 from the ATM but it failed and I was still charged.",debit_card_atm
My credit card ending in 2290 was declined at a Starbucks store even though I have available credit. This is affecting my daily life.,credit_card_declined
I am extremely frustrated because i cannot set a beneficiary in the mobile app to make a transfer. The 'Add Payee' button doesn't work. I will escalate to the regulator if this is not resolved.,mobile_app_transfer
Mobile banking app is extremely slow. It takes over 2 minutes to load my account balance.,mobile_app_crash
"Dear support team, app is stuck on the loading screen after I enter my login details. This has happened for two days straight. Please resolve this immediately.",mobile_app_login
This is my third complaint about this issue. eTC card works at some toll booths but not others. Inconsistent behavior is causing issues. Please resolve this immediately.,etc_card_toll
I tried to top up my ETC card via the mobile app but the top-up failed and money was deducted.,etc_card_topup
"Dear support team, my salary was credited but an unauthorized debit brought my balance to nearly zero. Please resolve this immediately.",account_balance
"Dear support team, my debit card works at ATMs but is declined at POS terminals in shops. Please resolve this immediately.",debit_card_blocked
I am extremely frustrated because the bank blocked my debit card without sending me a notification or reason. Please resolve this immediately.,debit_card_blocked
"Dear support team, my OTP SMS is arriving 20 minutes late, causing the code to expire before I can use it.",mobile_app_otp
The toll system said my ETC card was invalid even though it's registered and topped up. I'm considering switching banks over this.,etc_card_toll
I need urgent help — the one-time password your app sends has already expired by the time I receive it on my phone.,mobile_app_otp
ATM withdrew money from my account but dispensed the wrong amount. I expect a response within 24 hours.,debit_card_atm
I am extremely frustrated because the online banking portal redirects me to an error page every time I try to log in. This is affecting my daily life.,online_banking_access
ATM withdrew money from my account but dispensed the wrong amount. I expect a response within 24 hours.,debit_card_atm
"This is my third complaint about this issue. i topped up my ETC card RM 4,968.13 but the toll system still shows zero balance.",etc_card_topup
My ETC card always worked before but suddenly stopped being recognized at toll gates. I expect a response within 24 hours.,etc_card_toll
"Hi, I'm writing to complain that internet banking is not loading on my computer. I need to transfer funds urgently. I'm considering switching banks over this.",online_banking_access
"Dear support team, i can't find the ETC card top-up option in the banking app anymore. It seems to have disappeared.",etc_card_topup
I am extremely frustrated because eTC card transponder seems to have failed. I'm getting error beeps at every toll plaza.,etc_card_toll
"Hi, I'm writing to complain that the ATM shows my transaction was successful but didn't give me the cash. I will escalate to the regulator if this is not resolved.",debit_card_atm
I've been a loyal customer for years and now aTM gave me an error message and kept my card. Transaction reference: TXN-TJSB-762937.,debit_card_atm
I was billed twice for the same transaction at McDonald's on my credit card. I'm considering switching banks over this.,credit_card_billing
"This is my third complaint about this issue. i drove through the toll lane and the ETC system didn't detect my card, causing a fine. This is affecting my daily life.",etc_card_toll
"Dear support team, my OTP SMS is arriving 20 minutes late, causing the code to expire before I can use it. I expect a response within 24 hours.",mobile_app_otp
My fixed deposit maturity amount was not credited to my account on the due date. I expect a response within 24 hours.,account_balance
I've been a loyal customer for years and now the ATM near KLCC is broken and captured my debit card. Please retrieve it urgently.,debit_card_atm
The ATM near Bangsar is broken and captured my debit card. Please retrieve it urgently. Please resolve this immediately.,debit_card_atm
"Dear support team, the 2FA code sent by your bank is always invalid even though I enter it right away. I'm considering switching banks over this.",mobile_app_otp
I've been a loyal customer for years and now aTM gave me an error message and kept my card. Transaction reference: TXN-PHCF-446007.,debit_card_atm
My credit card minimum payment due is incorrect. The calculation doesn't match my statement.,credit_card_billing
I've requested OTP 10 times in the last hour and haven't received a single one. I'm considering switching banks over this.,mobile_app_otp
I'm contacting you because i inserted my debit card in your ATM and it got stuck. The machine ate my card. I will escalate to the regulator if this is not resolved.,debit_card_atm
I need urgent help — my credit card transaction was declined at a supermarket. I had more than enough credit available. This is affecting my daily life.,credit_card_declined
"Hi, I'm writing to complain that the toll system said my ETC card was invalid even though it's registered and topped up. I'm considering switching banks over this.",etc_card_toll
"Dear support team, the top-up limit for my ETC card was reduced without notice. I cannot add the amount I need.",etc_card_topup
"This is unacceptable. eTC card auto reload failed multiple times this month, leaving me unable to use the highway.",etc_card_topup
I cannot set a beneficiary in the mobile app to make a transfer. The 'Add Payee' button doesn't work. I will escalate to the regulator if this is not resolved.,mobile_app_transfer
I tried to top up my ETC card via the mobile app but the top-up failed and money was deducted. I'm considering switching banks over this.,etc_card_topup
I've been a loyal customer for years and now the ATM shows my transaction was successful but didn't give me the cash. Please resolve this immediately.,debit_card_atm
I need urgent help — internet banking is not loading on my computer. I need to transfer funds urgently. Please resolve this immediately.,online_banking_access
"Hi, I'm writing to complain that the app crashes after the latest update v8.5.1. Please fix this urgently.",mobile_app_crash
This is my third complaint about this issue. my fixed deposit maturity amount was not credited to my account on the due date. I expect a response within 24 hours.,account_balance
I am extremely frustrated because i traveled abroad and my debit card was blocked without warning. I have no access to cash.,debit_card_blocked
"Dear support team, the transfer confirmation page in the app keeps refreshing without completing the transaction. I'm considering switching banks over this.",mobile_app_transfer
I'm contacting you because my credit card minimum payment due is incorrect. The calculation doesn't match my statement.,credit_card_billing
This is my third complaint about this issue. my debit card got stuck in the ATM slot. It won't come out and the screen has gone blank.,debit_card_atm
"Dear support team, my debit card got stuck in the ATM slot. It won't come out and the screen has gone blank.",debit_card_atm
"I've been a loyal customer for years and now i'm embarrassed — my Unified Bank credit card was declined in front of everyone at the restaurant, even with sufficient credit limit. I will escalate to the regulator if this is not resolved.",credit_card_declined
"Dear support team, banking app keeps crashing after I tap on 'View Statement'. Other features work fine. Please resolve this immediately.",mobile_app_crash
I'm contacting you because i tried to reload my ETC card at a top-up kiosk and it rejected my debit card.,etc_card_topup
I need urgent help — there is an unknown charge from a merchant I've never heard of on my credit card bill. I will escalate to the regulator if this is not resolved.,credit_card_billing
This is unacceptable. app crashes when I try to upload a photo of my check for mobile deposit.,mobile_app_crash
I've noticed regular small debits from my account that I don't recognize. Possible fraud.,account_balance
I need urgent help — my debit card was blocked overnight. I need it for daily expenses and this is causing hardship. This is affecting my daily life.,debit_card_blocked
"I need urgent help — i topped up my ETC card RM 4,423.77 but the toll system still shows zero balance. I will escalate to the regulator if this is not resolved.",etc_card_topup
This is my third complaint about this issue. i cannot access your internet banking portal. The website keeps showing a '503 Service Unavailable' error. This is affecting my daily life.,online_banking_access
I need urgent help — fund transfer on the mobile banking app shows 'Pending' for over 24 hours. The amount has been deducted. Please resolve this immediately.,mobile_app_transfer
"Dear support team, the online banking portal redirects me to an error page every time I try to log in. I'm considering switching banks over this.",online_banking_access
ETC card top-up via ATM was successful but the balance on the card wasn't updated. I will escalate to the regulator if this is not resolved.,etc_card_topup
"Dear support team, my account balance shows negative even though I have funds deposited. This looks like a system error. I will escalate to the regulator if this is not resolved.",account_balance
The toll system said my ETC card was invalid even though it's registered and topped up.,etc_card_toll
This is my third complaint about this issue. the authentication code you sent is 6 digits but the app field only accepts 4 digits.,mobile_app_otp
App shows transfer was successful but my recipient's bank says no funds received.,mobile_app_transfer
"I've been a loyal customer for years and now i can see my pending transactions but they never cleared, and my available balance is wrong. Please resolve this immediately.",account_balance
"Hi, I'm writing to complain that your mobile banking app crashes every time I try to open it on my Huawei P60. Please resolve this immediately.",mobile_app_crash
I'm contacting you because your mobile banking app crashes every time I try to open it on my Pixel 8.,mobile_app_crash
I need urgent help — i tried to top up my ETC card via the mobile app but the top-up failed and money was deducted. This is affecting my daily life.,etc_card_topup
I am extremely frustrated because your mobile banking app crashes every time I try to open it on my Huawei P60.,mobile_app_crash
I've been a loyal customer for years and now the toll system said my ETC card was invalid even though it's registered and topped up. I expect a response within 24 hours.,etc_card_toll
This is my third complaint about this issue. i'm not receiving the OTP SMS needed to complete my transaction. I've been waiting 30 minutes. Please resolve this immediately.,mobile_app_otp
Login button is not responding on the mobile banking app. I've tapped it dozens of times.,mobile_app_login
This is my third complaint about this issue. internet banking is not loading on my computer. I need to transfer funds urgently.,online_banking_access
My salary was credited but an unauthorized debit brought my balance to nearly zero. I'm considering switching banks over this.,account_balance
This is my third complaint about this issue. online banking session times out in 30 seconds even when I'm actively using it. I will escalate to the regulator if this is not resolved.,online_banking_access
This is unacceptable. i did a balance inquiry at the ATM and it showed a lower balance than what's in my account. Please resolve this immediately.,debit_card_atm
"Hi, I'm writing to complain that the top-up limit for my ETC card was reduced without notice. I cannot add the amount I need. I'm considering switching banks over this.",etc_card_topup
"Dear support team, i transferred money in but my account balance hasn't updated. The funds seem to have disappeared. I'm considering switching banks over this.",account_balance
"Dear support team, my credit card bill shows a foreign transaction fee for a purchase I made domestically. I will escalate to the regulator if this is not resolved.",credit_card_billing
I've been a loyal customer for years and now i tried to reload my ETC card at a top-up kiosk and it rejected my debit card.,etc_card_topup
"Hi, I'm writing to complain that my credit card bill shows a foreign transaction fee for a purchase I made domestically. Please resolve this immediately.",credit_card_billing
"I see a charge of RM 3,408.66 on my credit card statement that I did not authorize. I will escalate to the regulator if this is not resolved.",credit_card_billing
I tried to use my CitiCore Bank debit card and got a 'Card restricted' message. I haven't done anything wrong.,debit_card_blocked
"Dear support team, my credit card statement shows a late fee even though I paid the minimum amount on time. I expect a response within 24 hours.",credit_card_billing
"Dear support team, i'm being charged an annual fee I never agreed to on my credit card account.",credit_card_billing
I've been a loyal customer for years and now the app asks for my password then immediately freezes. I have to force close it and start over. Please resolve this immediately.,mobile_app_login
The app crashes after the latest update v5.2.1. Please fix this urgently.,mobile_app_crash
I've been a loyal customer for years and now i couldn't pay my hotel bill because your credit card was declined. This caused serious embarrassment.,credit_card_declined
I am extremely frustrated because my ETC card top-up hasn't been credited even after 58 hours. Transaction reference: TXN-VPOY-297194. I'm considering switching banks over this.,etc_card_topup
Online top-up for my ETC card failed but the payment was debited from my bank account.,etc_card_topup
I'm contacting you because your mobile banking app crashes every time I try to open it on my Samsung Galaxy S24. Please resolve this immediately.,mobile_app_crash
"Hi, I'm writing to complain that my credit card minimum payment due is incorrect. The calculation doesn't match my statement.",credit_card_billing
I am extremely frustrated because i cannot access your internet banking portal. The website keeps showing a '503 Service Unavailable' error. I'm considering switching banks over this.,online_banking_access
I've been a loyal customer for years and now the interbank transfer feature in your app has been broken for 3 days. I urgently need to move funds.,mobile_app_transfer
"This is my third complaint about this issue. aTM swallowed my debit card and didn't dispense the RM 2,754.51 I requested.",debit_card_atm
Debit card suddenly stopped working. I called customer service but they couldn't explain why. This is affecting my daily life.,debit_card_blocked
This is my third complaint about this issue. i'm being charged an annual fee I never agreed to on my credit card account. I will escalate to the regulator if this is not resolved.,credit_card_billing
